Week Endings,Avg Ticket Price ($),Top Ticket Price ($),Seats Sold,Seats in Theatre,% Cap
"Jul 24, 2016",$171.78,$225.00,13453.0,1696,99.15%
"Jul 17, 2016",$167.81,$225.00,14981.0,1696,98.15%
"Jul 10, 2016",$171.07,$225.00,13185.0,1696,97.18%
"Jul 3, 2016",$159.46,$225.00,13573.0,1696,100.04%
"Jun 26, 2016",$155.72,$225.00,13570.0,1696,100.01%
"Jun 19, 2016",$155.21,$225.00,13571.0,1696,100.02%
"Jun 12, 2016",$152.66,$225.00,13572.0,1696,100.03%
"Jun 5, 2016",$152.07,$225.00,13544.0,1696,99.82%
"May 29, 2016",$152.93,$225.00,13552.0,1696,99.88%
"May 22, 2016",$151.66,$225.00,13560.0,1696,99.94%
"May 15, 2016",$145.03,$225.00,11384.0,1696,95.89%
"May 8, 2016",$148.84,$225.00,13489.0,1696,99.42%
"May 1, 2016",$143.77,$225.00,13567.0,1696,99.99%
"Apr 24, 2016",$148.09,$225.00,13477.0,1696,99.33%
"Apr 17, 2016",$144.72,$225.00,13402.0,1696,98.78%
"Apr 10, 2016",$148.38,$225.00,13452.0,1696,99.15%
"Apr 3, 2016",$168.77,$225.00,13566.0,1696,99.99%
"Mar 27, 2016",$172.61,$225.00,15236.0,1696,99.82%
"Mar 20, 2016",$150.81,$225.00,13554.0,1696,99.90%
"Mar 13, 2016",$127.40,$225.00,13413.0,1696,98.86%
"Mar 6, 2016",$109.97,$225.00,13289.0,1696,97.94%
"Feb 28, 2016",$108.53,$225.00,13536.0,1696,99.76%
"Feb 21, 2016",$136.98,$225.00,13518.0,1696,99.63%
"Feb 14, 2016",$126.65,$225.00,13557.0,1696,99.92%
"Feb 7, 2016",$116.18,$225.00,13198.0,1696,97.27%
"Jan 31, 2016",$116.61,$225.00,12979.0,1696,95.66%
"Jan 24, 2016",$121.49,$225.00,8750.0,1696,85.99%
"Jan 17, 2016",$124.73,$225.00,13310.0,1696,98.10%
"Jan 10, 2016",$134.31,$225.00,13491.0,1696,99.43%
"Jan 3, 2016",$189.40,$225.00,15198.0,1696,99.57%
"Dec 27, 2015",$190.72,$225.00,13570.0,1696,100.02%
"Dec 20, 2015",$163.40,$225.00,13172.0,1696,97.08%
"Dec 13, 2015",$150.04,$225.00,13390.0,1696,98.69%
"Dec 6, 2015",$150.99,$225.00,13139.0,1696,96.84%
"Nov 29, 2015",$180.32,$225.00,13512.0,1696,99.59%
"Nov 22, 2015",$129.20,$225.00,13255.0,1696,97.69%
"Nov 15, 2015",$120.35,$225.00,13572.0,1696,100.03%
"Nov 8, 2015",$130.40,$225.00,13534.0,1696,99.75%
"Nov 1, 2015",$124.65,$225.00,13162.0,1696,97.01%
"Oct 25, 2015",$140.17,$225.00,13569.0,1696,100.01%
"Oct 18, 2015",$142.40,$225.00,13568.0,1696,100.00%
"Oct 11, 2015",$149.82,$225.00,13571.0,1696,100.02%
"Oct 4, 2015",$139.46,$225.00,13569.0,1696,100.01%
"Sep 27, 2015",$129.59,$225.00,13570.0,1696,100.02%
"Sep 20, 2015",$132.04,$225.00,13570.0,1696,100.02%
"Sep 13, 2015",$127.36,$225.00,13563.0,1696,99.96%
"Sep 6, 2015",$128.29,$225.00,13574.0,1696,100.04%
"Aug 30, 2015",$143.62,$225.00,12778.0,1696,94.18%
"Aug 23, 2015",$146.30,$225.00,13576.0,1696,100.06%
"Aug 16, 2015",$164.92,$225.00,13128.0,1696,96.76%
"Aug 9, 2015",$171.98,$225.00,13569.0,1696,100.01%
"Aug 2, 2015",$173.37,$225.00,15137.0,1696,99.17%
"Jul 26, 2015",$177.49,$225.00,13570.0,1696,100.02%
"Jul 19, 2015",$173.51,$225.00,15100.0,1696,98.93%
"Jul 12, 2015",$170.32,$225.00,13556.0,1696,99.91%
"Jul 5, 2015",$157.56,$225.00,13603.0,1700,100.02%
"Jun 28, 2015",$155.90,$225.00,13603.0,1700,100.02%
"Jun 21, 2015",$158.44,$225.00,13600.0,1700,100.00%
"Jun 14, 2015",$155.76,$225.00,13500.0,1700,99.26%
"Jun 7, 2015",$144.55,$225.00,13557.0,1700,99.68%
"May 31, 2015",$149.28,$225.00,13578.0,1700,99.84%
"May 24, 2015",$151.94,$225.00,13601.0,1700,100.01%
"May 17, 2015",$145.59,$197.50,13508.0,1700,99.32%
"May 10, 2015",$148.24,$197.50,11480.0,1700,96.47%
"May 3, 2015",$147.51,$197.50,12937.0,1700,95.13%
"Apr 26, 2015",$145.52,$197.50,13557.0,1700,99.68%
"Apr 19, 2015",$139.79,$197.50,13187.0,1700,96.96%
"Apr 12, 2015",$170.67,$197.50,13436.0,1700,98.79%
"Apr 5, 2015",$172.18,$197.50,15295.0,1700,99.97%
"Mar 29, 2015",$152.97,$197.50,13494.0,1700,99.22%
"Mar 22, 2015",$140.89,$197.50,13499.0,1700,99.26%
"Mar 15, 2015",$134.29,$197.50,13587.0,1700,99.90%
"Mar 8, 2015",$111.11,$197.50,13051.0,1700,95.96%
"Mar 1, 2015",$114.38,$197.50,13036.0,1700,95.85%
"Feb 22, 2015",$143.01,$197.50,13569.0,1700,99.77%
"Feb 15, 2015",$128.36,$197.50,13447.0,1700,98.88%
"Feb 8, 2015",$111.03,$197.50,13180.0,1700,96.91%
"Feb 1, 2015",$112.94,$197.50,11847.0,1700,99.55%
"Jan 25, 2015",$125.71,$197.50,13056.0,1700,96.00%
"Jan 18, 2015",$130.43,$197.50,13200.0,1700,97.06%
"Jan 11, 2015",$138.00,$197.50,13337.0,1700,98.07%
"Jan 4, 2015",$184.86,$197.50,13605.0,1700,100.04%
"Dec 28, 2014",$188.51,$197.50,15306.0,1700,100.04%
"Dec 21, 2014",$170.47,$197.50,12908.0,1700,94.91%
"Dec 14, 2014",$152.34,$197.50,12637.0,1700,92.92%
"Dec 7, 2014",$155.32,$197.50,12360.0,1700,90.88%
"Nov 30, 2014",$178.12,$197.50,13602.0,1700,100.02%
"Nov 23, 2014",$126.75,$197.50,13503.0,1700,99.29%
"Nov 16, 2014",$114.72,$197.50,13319.0,1700,97.93%
"Nov 9, 2014",$128.70,$197.50,13502.0,1700,99.28%
"Nov 2, 2014",$126.93,$197.50,13395.0,1700,98.49%
"Oct 26, 2014",$137.16,$197.50,13496.0,1700,99.24%
"Oct 19, 2014",$141.29,$197.50,13414.0,1700,98.63%
"Oct 12, 2014",$150.71,$197.50,13604.0,1700,100.03%
"Oct 5, 2014",$137.77,$197.50,13456.0,1700,98.94%
"Sep 28, 2014",$130.46,$197.50,13446.0,1700,98.87%
"Sep 21, 2014",$128.80,$197.50,13516.0,1700,99.38%
"Sep 14, 2014",$128.03,$197.50,13478.0,1700,99.10%
"Sep 7, 2014",$125.23,$197.50,13396.0,1700,98.50%
"Aug 31, 2014",$142.03,$197.50,13603.0,1700,100.02%
"Aug 24, 2014",$143.70,$197.50,13608.0,1700,100.06%
"Aug 17, 2014",$164.20,$197.50,13450.0,1700,98.90%
"Aug 10, 2014",$168.76,$197.50,13601.0,1700,100.01%
"Aug 3, 2014",$167.19,$197.50,15306.0,1700,100.04%
"Jul 27, 2014",$169.42,$0.00,13604.0,1700,100.03%
"Jul 20, 2014",$160.41,$197.50,15155.0,1700,99.05%
"Jul 13, 2014",$160.75,$197.50,13384.0,1700,98.41%
"Jul 6, 2014",$151.91,$197.50,13601.0,1700,100.01%
"Jun 29, 2014",$150.35,$197.50,13601.0,1700,100.01%
"Jun 22, 2014",$154.31,$197.50,13602.0,1700,100.02%
"Jun 15, 2014",$150.31,$197.50,13596.0,1700,99.97%
"Jun 8, 2014",$144.45,$197.50,13497.0,1700,99.24%
"Jun 1, 2014",$144.38,$197.50,13572.0,1700,99.79%
"May 25, 2014",$147.50,$197.50,13604.0,1700,100.03%
"May 18, 2014",$140.17,$197.50,13530.0,1700,99.49%
"May 11, 2014",$142.27,$197.50,11904.0,1700,100.03%
"May 4, 2014",$142.63,$197.50,13602.0,1700,100.02%
"Apr 27, 2014",$157.61,$197.50,13602.0,1700,100.02%
"Apr 20, 2014",$166.19,$197.50,15304.0,1700,100.03%
"Apr 13, 2014",$140.78,$197.50,13602.0,1700,100.02%
"Apr 6, 2014",$125.96,$197.50,13362.0,1700,98.25%
"Mar 30, 2014",$138.58,$197.50,13603.0,1700,100.02%
"Mar 23, 2014",$134.72,$197.50,13575.0,1700,99.82%
"Mar 16, 2014",$127.50,$197.50,13598.0,1700,99.99%
"Mar 9, 2014",$113.56,$197.50,13312.0,1700,97.88%
"Mar 2, 2014",$109.57,$197.50,13455.0,1700,98.93%
"Feb 23, 2014",$129.13,$197.50,13585.0,1700,99.89%
"Feb 16, 2014",$118.07,$197.50,13304.0,1700,97.82%
"Feb 9, 2014",$104.94,$197.50,13313.0,1700,97.89%
"Feb 2, 2014",$107.20,$197.50,12063.0,1700,88.70%
"Jan 26, 2014",$119.83,$197.50,13424.0,1700,98.71%
"Jan 19, 2014",$124.37,$197.50,13292.0,1700,97.74%
"Jan 12, 2014",$129.57,$197.50,13230.0,1700,97.28%
"Jan 5, 2014",$171.46,$197.50,13603.0,1700,100.02%
"Dec 29, 2013",$185.35,$197.50,15307.0,1700,100.05%
"Dec 22, 2013",$164.67,$197.50,13399.0,1700,98.52%
"Dec 15, 2013",$142.00,$197.50,12809.0,1700,94.18%
"Dec 8, 2013",$154.93,$197.50,12625.0,1700,92.83%
"Dec 1, 2013",$175.84,$197.50,13452.0,1700,98.91%
"Nov 24, 2013",$120.56,$197.50,12946.0,1700,95.19%
"Nov 17, 2013",$119.16,$197.50,12064.0,1700,88.71%
"Nov 10, 2013",$127.30,$197.50,13398.0,1700,98.51%
"Nov 3, 2013",$130.86,$197.50,12988.0,1700,95.50%
"Oct 27, 2013",$132.50,$197.50,13573.0,1700,99.80%
"Oct 20, 2013",$134.11,$197.50,13458.0,1700,98.96%
"Oct 13, 2013",$138.58,$197.50,13603.0,1700,100.02%
"Oct 6, 2013",$129.66,$197.50,13287.0,1700,97.70%
"Sep 29, 2013",$125.93,$197.50,13586.0,1700,99.90%
"Sep 22, 2013",$129.43,$197.50,13468.0,1700,99.03%
"Sep 15, 2013",$126.61,$197.50,13408.0,1700,98.59%
"Sep 8, 2013",$124.29,$197.50,13520.0,1700,99.41%
"Sep 1, 2013",$134.63,$197.50,13507.0,1700,99.32%
"Aug 25, 2013",$137.90,$197.50,13603.0,1700,100.02%
"Aug 18, 2013",$156.38,$197.50,13511.0,1700,99.35%
"Aug 11, 2013",$157.97,$197.50,13605.0,1700,100.04%
"Aug 4, 2013",$157.71,$197.50,13604.0,1700,100.03%
"Jul 28, 2013",$158.45,$197.50,13605.0,1700,100.04%
"Jul 21, 2013",$152.52,$197.50,15186.0,1700,99.25%
"Jul 14, 2013",$153.12,$197.50,13522.0,1700,99.43%
"Jul 7, 2013",$149.12,$197.50,13603.0,1700,100.02%
"Jun 30, 2013",$144.91,$197.50,13604.0,1700,100.03%
"Jun 23, 2013",$144.38,$197.50,13602.0,1700,100.02%
"Jun 16, 2013",$143.61,$197.50,13588.0,1700,99.91%
"Jun 9, 2013",$138.31,$197.50,13513.0,1700,99.36%
"Jun 2, 2013",$138.12,$197.50,13543.0,1700,99.58%
"May 26, 2013",$140.92,$197.50,13601.0,1700,100.01%
"May 19, 2013",$140.37,$197.50,13448.0,1700,98.88%
"May 12, 2013",$135.93,$197.50,13588.0,1700,99.91%
"May 5, 2013",$137.91,$197.50,13266.0,1700,97.54%
"Apr 28, 2013",$137.46,$197.50,13565.0,1700,99.74%
"Apr 21, 2013",$137.41,$197.50,13357.0,1700,98.21%
"Apr 14, 2013",$127.92,$197.50,13550.0,1700,99.63%
"Apr 7, 2013",$153.04,$197.50,13600.0,1700,100.00%
"Mar 31, 2013",$155.88,$197.50,15301.0,1700,100.01%
"Mar 24, 2013",$140.55,$197.50,13467.0,1677,100.38%
"Mar 17, 2013",$135.28,$197.50,13134.0,1677,97.90%
"Mar 10, 2013",$119.74,$197.50,13093.0,1677,97.59%
"Mar 3, 2013",$113.27,$197.50,12635.0,1677,94.18%
"Feb 24, 2013",$122.38,$197.50,14539.0,1677,96.33%
"Feb 17, 2013",$133.94,$197.50,13404.0,1677,99.91%
"Feb 10, 2013",$110.76,$197.50,12042.0,1677,89.76%
"Feb 3, 2013",$108.99,$197.50,12800.0,1677,95.41%
"Jan 27, 2013",$114.22,$197.50,13271.0,1677,98.92%
"Jan 20, 2013",$117.85,$197.50,13132.0,1677,97.88%
"Jan 13, 2013",$122.98,$197.50,13179.0,1677,98.23%
"Jan 6, 2013",$150.36,$197.50,13421.0,1677,100.04%
"Dec 30, 2012",$176.63,$197.50,15097.0,1677,100.03%
"Dec 23, 2012",$158.68,$197.50,13421.0,1677,100.04%
"Dec 16, 2012",$141.16,$197.50,13038.0,1677,97.18%
"Dec 9, 2012",$139.26,$197.50,13164.0,1677,98.12%
"Dec 2, 2012",$130.72,$197.50,12607.0,1677,93.97%
"Nov 25, 2012",$158.43,$197.50,13417.0,1677,100.01%
"Nov 18, 2012",$122.86,$197.50,11413.0,1677,97.22%
"Nov 11, 2012",$123.04,$197.50,12245.0,1677,91.27%
"Nov 4, 2012",$126.55,$197.50,8862.0,1677,88.07%
"Oct 28, 2012",$126.30,$197.50,11331.0,1677,96.52%
"Oct 21, 2012",$129.20,$197.50,13303.0,1677,99.16%
"Oct 14, 2012",$132.93,$197.50,13315.0,1677,99.25%
"Oct 7, 2012",$136.46,$197.50,13419.0,1677,100.02%
"Sep 30, 2012",$119.27,$197.50,13416.0,1677,100.00%
"Sep 23, 2012",$117.66,$197.50,13222.0,1677,98.55%
"Sep 16, 2012",$120.87,$197.50,13230.0,1677,98.61%
"Sep 9, 2012",$117.37,$197.50,13351.0,1677,99.52%
"Sep 2, 2012",$128.27,$197.50,13420.0,1677,100.03%
"Aug 26, 2012",$130.67,$197.50,13418.0,1677,100.02%
"Aug 19, 2012",$145.98,$197.50,13418.0,1677,100.02%
"Aug 12, 2012",$148.77,$197.50,14921.0,1677,98.86%
"Aug 5, 2012",$150.08,$197.50,13419.0,1677,100.02%
"Jul 29, 2012",$152.02,$197.50,13417.0,1677,100.01%
"Jul 22, 2012",$146.99,$197.50,15100.0,1677,100.05%
"Jul 15, 2012",$149.23,$197.50,13418.0,1677,100.02%
"Jul 8, 2012",$149.51,$197.50,13365.0,1677,99.62%
"Jul 1, 2012",$144.94,$197.50,13417.0,1677,100.01%
"Jun 24, 2012",$145.59,$197.50,13417.0,1677,100.01%
"Jun 17, 2012",$139.98,$197.50,13419.0,1677,100.02%
"Jun 10, 2012",$137.63,$197.50,13423.0,1677,100.05%
"Jun 3, 2012",$132.76,$197.50,13420.0,1677,100.03%
"May 27, 2012",$134.81,$197.50,13419.0,1677,100.02%
"May 20, 2012",$137.34,$197.50,13421.0,1677,100.04%
"May 13, 2012",$128.40,$197.50,13374.0,1677,99.69%
"May 6, 2012",$134.23,$197.50,13374.0,1677,99.69%
"Apr 29, 2012",$132.48,$197.50,13299.0,1677,99.13%
"Apr 22, 2012",$135.21,$197.50,13344.0,1677,99.46%
"Apr 15, 2012",$151.01,$197.50,13419.0,1677,100.02%
"Apr 8, 2012",$155.09,$197.50,13419.0,1677,100.02%
"Apr 1, 2012",$137.38,$197.50,13420.0,1677,100.03%
"Mar 25, 2012",$129.84,$197.50,13417.0,1677,100.01%
"Mar 18, 2012",$132.96,$197.50,13242.0,1677,98.70%
"Mar 11, 2012",$120.43,$197.50,12622.0,1677,94.08%
"Mar 4, 2012",$107.38,$197.50,13005.0,1677,96.94%
"Feb 26, 2012",$129.12,$197.50,13421.0,1677,100.04%
"Feb 19, 2012",$124.07,$197.50,13421.0,1677,100.04%
"Feb 12, 2012",$110.03,$197.50,12268.0,1677,91.44%
"Feb 5, 2012",$104.66,$197.50,11721.0,1677,87.37%
"Jan 29, 2012",$109.37,$197.50,12639.0,1677,94.21%
"Jan 22, 2012",$107.84,$197.50,13409.0,1677,99.95%
"Jan 15, 2012",$118.49,$197.50,13419.0,1677,100.02%
"Jan 8, 2012",$143.39,$197.50,13058.0,1677,97.33%
"Jan 1, 2012",$161.91,$197.50,15096.0,1677,100.02%
"Dec 25, 2011",$148.48,$197.50,13345.0,1677,99.47%
"Dec 18, 2011",$138.10,$197.50,13279.0,1677,98.98%
"Dec 11, 2011",$133.55,$197.50,13418.0,1677,100.02%
"Dec 4, 2011",$130.79,$197.50,12865.0,1677,95.89%
"Nov 27, 2011",$154.94,$197.50,13422.0,1677,100.05%
"Nov 20, 2011",$116.15,$197.50,13196.0,1677,98.36%
"Nov 13, 2011",$116.79,$197.50,13423.0,1677,100.05%
"Nov 6, 2011",$117.66,$197.50,13423.0,1677,100.05%
"Oct 30, 2011",$114.69,$197.50,13410.0,1677,99.96%
"Oct 23, 2011",$116.36,$197.50,13419.0,1677,100.02%
"Oct 16, 2011",$124.42,$197.50,13419.0,1677,100.02%
"Oct 9, 2011",$123.70,$197.50,13420.0,1677,100.03%
"Oct 2, 2011",$105.43,$197.50,13419.0,1677,100.02%
"Sep 25, 2011",$100.80,$197.50,13422.0,1677,100.05%
"Sep 18, 2011",$106.09,$197.50,13337.0,1677,99.41%
"Sep 11, 2011",$105.24,$197.50,12345.0,1677,92.02%
"Sep 4, 2011",$118.65,$197.50,13422.0,1677,100.05%
"Aug 28, 2011",$130.57,$197.50,8280.0,1677,98.75%
"Aug 21, 2011",$133.63,$197.50,13398.0,1677,99.87%
"Aug 14, 2011",$137.30,$197.50,13419.0,1677,100.02%
"Aug 7, 2011",$137.91,$197.50,13426.0,1677,100.08%
"Jul 31, 2011",$138.25,$197.50,13422.0,1677,100.05%
"Jul 24, 2011",$138.23,$197.50,13418.0,1677,100.02%
"Jul 17, 2011",$137.25,$197.50,13419.0,1677,100.02%
"Jul 10, 2011",$137.80,$197.50,13421.0,1677,100.04%
"Jul 3, 2011",$130.69,$197.50,13418.0,1677,100.02%
"Jun 26, 2011",$130.28,$197.50,13419.0,1677,100.02%
"Jun 19, 2011",$129.36,$197.50,13408.0,1677,99.94%
"Jun 12, 2011",$126.02,$197.50,13412.0,1677,99.97%
"Jun 5, 2011",$123.99,$197.50,13358.0,1677,99.57%
"May 29, 2011",$123.18,$197.50,13419.0,1677,100.02%
"May 22, 2011",$122.89,$250.00,13422.0,1677,100.05%
"May 15, 2011",$120.49,$250.00,12968.0,1677,96.66%
"May 8, 2011",$119.34,$250.00,13421.0,1677,100.04%
"May 1, 2011",$134.58,$250.00,13037.0,1677,97.18%
"Apr 24, 2011",$142.38,$250.00,13422.0,1677,100.05%
"Apr 17, 2011",$120.85,$250.00,13402.0,1677,99.90%
"Apr 10, 2011",$116.36,$250.00,13412.0,1677,99.97%
"Apr 3, 2011",$118.12,$250.00,13384.0,1677,99.76%
"Mar 27, 2011",$118.79,$250.00,13281.0,1677,98.99%
"Mar 20, 2011",$120.15,$250.00,13421.0,1677,100.04%
"Mar 13, 2011",$116.48,$250.00,12868.0,1677,95.92%
"Mar 6, 2011",$104.29,$250.00,11626.0,1677,86.66%
"Feb 27, 2011",$122.47,$250.00,12588.0,1677,93.83%
"Feb 20, 2011",$121.46,$250.00,12636.0,1677,94.19%
"Feb 13, 2011",$104.84,$250.00,12234.0,1677,91.19%
"Feb 6, 2011",$92.59,$250.00,11766.0,1677,87.70%
"Jan 30, 2011",$100.92,$250.00,11288.0,1677,84.14%
"Jan 23, 2011",$107.61,$250.00,9229.0,1677,68.79%
"Jan 16, 2011",$118.99,$250.00,11214.0,1677,83.59%
"Jan 9, 2011",$121.21,$250.00,12793.0,1677,95.36%
"Jan 2, 2011",$148.53,$250.00,13422.0,1677,100.04%
"Dec 26, 2010",$138.85,$250.00,13135.0,1677,97.91%
"Dec 19, 2010",$123.84,$250.00,12693.0,1677,94.61%
"Dec 12, 2010",$120.07,$250.00,13122.0,1677,97.81%
"Dec 5, 2010",$119.17,$250.00,12831.0,1677,95.64%
"Nov 28, 2010",$140.39,$250.00,13324.0,1677,99.31%
"Nov 21, 2010",$112.99,$250.00,11784.0,1677,87.84%
"Nov 14, 2010",$110.22,$250.00,12443.0,1677,92.75%
"Nov 7, 2010",$112.55,$250.00,12141.0,1677,90.50%
"Oct 31, 2010",$106.50,$250.00,11825.0,1677,88.14%
"Oct 24, 2010",$112.81,$250.00,12512.0,1677,93.26%
"Oct 17, 2010",$115.99,$250.00,12523.0,1677,93.34%
"Oct 10, 2010",$117.47,$250.00,13146.0,1677,97.99%
"Oct 3, 2010",$109.49,$250.00,11567.0,1677,86.22%
"Sep 26, 2010",$111.81,$250.00,11353.0,1677,84.62%
"Sep 19, 2010",$110.77,$250.00,10924.0,1677,81.43%
"Sep 12, 2010",$109.78,$250.00,11189.0,1677,83.40%
"Sep 5, 2010",$116.66,$250.00,12582.0,1677,93.78%
"Aug 29, 2010",$119.28,$250.00,12963.0,1677,96.62%
"Aug 22, 2010",$121.61,$250.00,13425.0,1677,100.07%
"Aug 15, 2010",$122.44,$250.00,13422.0,1677,100.04%
"Aug 8, 2010",$121.93,$250.00,13422.0,1677,100.04%
"Aug 1, 2010",$122.44,$250.00,13420.0,1677,100.03%
"Jul 25, 2010",$120.53,$250.00,13418.0,1677,100.01%
"Jul 18, 2010",$120.96,$250.00,13427.0,1677,100.08%
"Jul 11, 2010",$121.74,$250.00,13425.0,1677,100.07%
"Jul 4, 2010",$117.98,$250.00,13421.0,1677,100.04%
"Jun 27, 2010",$115.59,$250.00,13425.0,1677,100.07%
"Jun 20, 2010",$113.86,$250.00,13418.0,1677,100.01%
"Jun 13, 2010",$111.49,$250.00,13418.0,1677,100.01%
"Jun 6, 2010",$109.95,$250.00,13390.0,1677,99.81%
"May 30, 2010",$105.42,$250.00,13423.0,1677,100.05%
"May 23, 2010",$104.85,$250.00,13419.0,1677,100.02%
"May 16, 2010",$103.70,$250.00,13415.0,1677,99.99%
"May 9, 2010",$102.99,$250.00,13316.0,1677,99.25%
"May 2, 2010",$101.26,$250.00,12832.0,1677,95.65%
"Apr 25, 2010",$105.55,$250.00,13386.0,1677,99.78%
"Apr 18, 2010",$105.08,$250.00,13116.0,1677,97.76%
"Apr 11, 2010",$114.07,$250.00,13417.0,1677,100.01%
"Apr 4, 2010",$115.09,$250.00,13421.0,1677,100.04%
"Mar 28, 2010",$102.17,$250.00,13291.0,1677,99.07%
"Mar 21, 2010",$100.56,$250.00,13208.0,1654,99.82%
"Mar 14, 2010",$99.47,$250.00,11976.0,1654,90.51%
"Mar 7, 2010",$92.90,$250.00,11223.0,1654,84.82%
"Feb 28, 2010",$94.99,$250.00,10659.0,1654,80.55%
"Feb 21, 2010",$110.30,$250.00,13190.0,1654,99.68%
"Feb 14, 2010",$104.66,$250.00,11592.0,1654,87.61%
"Feb 7, 2010",$85.40,$250.00,11063.0,1654,83.61%
"Jan 24, 2010",$96.16,$250.00,10706.0,1654,80.91%
"Jan 17, 2010",$104.46,$250.00,12327.0,1654,93.16%
"Jan 10, 2010",$106.05,$250.00,12993.0,1654,98.19%
"Jan 3, 2010",$131.50,$250.00,13233.0,1654,100.01%
"Dec 27, 2009",$129.55,$250.00,13235.0,1654,100.02%
"Dec 20, 2009",$117.15,$250.00,12719.0,1654,96.12%
"Dec 13, 2009",$110.33,$250.00,12949.0,1654,97.86%
"Dec 6, 2009",$107.76,$250.00,12586.0,1654,95.12%
"Nov 29, 2009",$127.89,$250.00,13239.0,1654,100.05%
"Nov 22, 2009",$102.37,$250.00,11635.0,1654,87.93%
"Nov 15, 2009",$101.41,$250.00,11503.0,1654,86.93%
"Nov 8, 2009",$102.13,$250.00,12184.0,1654,92.08%
"Nov 1, 2009",$97.37,$250.00,11671.0,1654,88.20%
"Oct 25, 2009",$101.57,$250.00,12719.0,1654,96.12%
"Oct 18, 2009",$105.89,$250.00,12975.0,1654,98.06%
"Oct 11, 2009",$106.78,$250.00,13238.0,1654,100.05%
"Oct 4, 2009",$101.49,$250.00,11448.0,1654,86.52%
"Sep 27, 2009",$99.99,$250.00,12044.0,1654,91.02%
"Sep 20, 2009",$98.80,$250.00,11369.0,1654,85.92%
"Sep 13, 2009",$97.46,$250.00,11344.0,1654,85.73%
"Sep 6, 2009",$106.63,$250.00,11626.0,1654,87.86%
"Aug 30, 2009",$107.69,$250.00,12543.0,1654,94.79%
"Aug 23, 2009",$109.74,$250.00,13164.0,1654,99.49%
"Aug 16, 2009",$111.80,$250.00,13234.0,1654,100.02%
"Aug 9, 2009",$112.85,$250.00,13234.0,1654,100.02%
"Aug 2, 2009",$111.41,$250.00,13170.0,1654,99.53%
"Jul 26, 2009",$111.32,$250.00,13238.0,1654,100.05%
"Jul 19, 2009",$110.04,$250.00,13230.0,1654,99.98%
"Jul 12, 2009",$109.16,$250.00,13084.0,1654,98.88%
"Jul 5, 2009",$106.84,$250.00,12113.0,1654,91.54%
"Jun 28, 2009",$108.36,$250.00,12656.0,1654,95.65%
"Jun 21, 2009",$100.20,$250.00,13238.0,1654,100.05%
"Jun 14, 2009",$99.16,$250.00,13234.0,1654,100.02%
"Jun 7, 2009",$95.87,$250.00,12669.0,1654,95.75%
"May 31, 2009",$94.26,$250.00,12839.0,1654,97.03%
"May 24, 2009",$86.03,$250.00,13006.0,1654,98.29%
"May 17, 2009",$83.66,$250.00,12658.0,1654,95.66%
"May 10, 2009",$83.73,$250.00,12530.0,1654,94.69%
"May 3, 2009",$81.35,$250.00,12897.0,1654,97.47%
"Apr 26, 2009",$88.21,$250.00,12788.0,1654,96.64%
"Apr 19, 2009",$105.03,$250.00,13199.0,1654,99.75%
"Apr 12, 2009",$106.51,$250.00,13233.0,1654,100.01%
"Apr 5, 2009",$89.08,$250.00,11765.0,1654,88.91%
"Mar 29, 2009",$87.77,$250.00,12530.0,1654,94.69%
"Mar 22, 2009",$89.98,$250.00,12537.0,1654,94.75%
"Mar 15, 2009",$85.55,$250.00,11247.0,1654,85.00%
"Mar 8, 2009",$79.44,$250.00,10240.0,1654,77.39%
"Mar 1, 2009",$77.65,$250.00,11379.0,1654,86.00%
"Feb 22, 2009",$88.62,$250.00,12918.0,1654,97.63%
"Feb 15, 2009",$90.24,$250.00,11644.0,1654,88.00%
"Feb 8, 2009",$73.66,$250.00,11204.0,1654,84.67%
"Feb 1, 2009",$72.82,$250.00,11039.0,1654,83.43%
"Jan 25, 2009",$77.16,$250.00,11165.0,1654,84.38%
"Jan 18, 2009",$84.90,$250.00,12051.0,1654,91.07%
"Jan 11, 2009",$83.12,$250.00,12400.0,1654,93.71%
"Jan 4, 2009",$117.57,$250.00,13235.0,1654,100.02%
"Dec 28, 2008",$117.63,$250.00,13051.0,1654,98.63%
"Dec 21, 2008",$99.20,$250.00,11215.0,1654,84.76%
"Dec 14, 2008",$96.22,$250.00,10978.0,1654,82.97%
"Dec 7, 2008",$98.02,$250.00,10909.0,1654,82.44%
"Nov 30, 2008",$112.53,$250.00,13068.0,1654,98.76%
"Nov 23, 2008",$87.11,$250.00,11116.0,1654,84.01%
"Nov 16, 2008",$88.12,$250.00,10168.0,1654,76.84%
"Nov 9, 2008",$88.08,$250.00,11289.0,1654,85.32%
"Nov 2, 2008",$87.03,$250.00,11334.0,1654,85.66%
"Oct 26, 2008",$90.67,$250.00,11894.0,1654,89.89%
"Oct 19, 2008",$94.42,$250.00,12586.0,1654,95.12%
"Oct 12, 2008",$94.80,$250.00,13120.0,1654,99.15%
"Oct 5, 2008",$86.67,$250.00,12652.0,1654,95.62%
"Sep 28, 2008",$83.90,$250.00,12708.0,1654,96.04%
"Sep 21, 2008",$87.97,$250.00,12266.0,1654,92.70%
"Sep 14, 2008",$87.99,$250.00,12468.0,1654,94.23%
"Sep 7, 2008",$88.98,$250.00,11139.0,1654,84.18%
"Aug 31, 2008",$99.94,$251.25,13235.0,1654,100.02%
